DeviceTag: Xsens XII,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2026-07-17 10:50:31.701,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
814981,0.8813,0.1283,-0.3284,0.3145,0.0134,-0.0036,0.1094,0
815148,0.8813,0.1283,-0.3284,0.3145,-0.0105,-0.0091,0.1656,0
815315,0.8813,0.1283,-0.3284,0.3145,0.0014,-0.0228,0.1484,0
815481,0.8813,0.1283,-0.3284,0.3145,0.0130,-0.0108,0.1479,0
815648,0.8813,0.1283,-0.3284,0.3145,0.0012,-0.0308,0.1487,0
815815,0.8814,0.1283,-0.3284,0.3145,0.0063,-0.0149,0.1261,0
815981,0.8814,0.1283,-0.3284,0.3144,0.0329,-0.0029,0.1306,0
816148,0.8814,0.1283,-0.3284,0.3144,0.0173,-0.0078,0.1385,0
816315,0.8814,0.1283,-0.3284,0.3144,0.0050,-0.0015,0.1488,0
816481,0.8814,0.1283,-0.3284,0.3144,0.0130,-0.0174,0.1369,0
816648,0.8814,0.1283,-0.3284,0.3143,-0.0062,-0.0243,0.1701,0
816815,0.8814,0.1283,-0.3284,0.3143,0.0073,-0.0108,0.1447,0
816981,0.8814,0.1283,-0.3284,0.3143,0.0026,-0.0097,0.1544,0
817148,0.8814,0.1283,-0.3284,0.3143,0.0046,-0.0235,0.1435,0
817315,0.8814,0.1282,-0.3284,0.3143,-0.0075,-0.0137,0.1589,0
817481,0.8814,0.1282,-0.3284,0.3143,-0.0054,-0.0105,0.1559,0
817648,0.8814,0.1282,-0.3284,0.3142,-0.0009,0.0015,0.1558,0
817815,0.8814,0.1282,-0.3285,0.3142,0.0072,-0.0003,0.1537,0
817981,0.8815,0.1282,-0.3285,0.3142,0.0047,-0.0305,0.1651,0
818148,0.8815,0.1282,-0.3285,0.3142,-0.0054,-0.0030,0.1601,0
818315,0.8815,0.1282,-0.3285,0.3142,0.0146,-0.0019,0.1398,0
818481,0.8815,0.1282,-0.3285,0.3142,0.0081,-0.0052,0.1464,0
818648,0.8815,0.1282,-0.3285,0.3142,-0.0002,-0.0020,0.1491,0
818815,0.8815,0.1282,-0.3285,0.3141,0.0020,-0.0066,0.1260,0
818981,0.8815,0.1282,-0.3285,0.3141,0.0048,0.0016,0.1221,0
819148,0.8815,0.1282,-0.3285,0.3141,0.0009,-0.0070,0.1642,0
819315,0.8815,0.1281,-0.3285,0.3141,0.0013,-0.0074,0.1406,0
819481,0.8815,0.1281,-0.3285,0.3141,0.0111,-0.0028,0.1176,0
819648,0.8815,0.1281,-0.3285,0.3140,-0.0008,-0.0219,0.1597,0
819815,0.8815,0.1281,-0.3285,0.3140,0.0100,-0.0099,0.1492,0
819981,0.8815,0.1281,-0.3285,0.3140,0.0107,-0.0050,0.1297,0
820148,0.8815,0.1281,-0.3285,0.3140,0.0039,-0.0011,0.1355,0
820315,0.8815,0.1281,-0.3285,0.3140,0.0060,-0.0104,0.1608,0
820481,0.8815,0.1281,-0.3285,0.3139,-0.0015,-0.0110,0.1428,0
820648,0.8816,0.1281,-0.3285,0.3139,-0.0035,-0.0264,0.1351,0
820815,0.8816,0.1281,-0.3285,0.3139,0.0026,-0.0106,0.1378,0
820982,0.8816,0.1281,-0.3285,0.3139,0.0178,-0.0083,0.1370,0
821148,0.8816,0.1280,-0.3285,0.3139,-0.0106,-0.0154,0.1589,0
821315,0.8816,0.1280,-0.3285,0.3138,0.0079,-0.0164,0.1374,0
821482,0.8816,0.1280,-0.3285,0.3138,0.0018,-0.0056,0.1537,0
821648,0.8816,0.1280,-0.3285,0.3138,0.0191,0.0063,0.1296,0
821815
821982
